CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
720130233,48,M,2,High School,Single,$60K - $80K,Blue,36,4,3,1,1641,0,1641,0.791,2536,45,0.364,0
718279008,44,M,3,High School,Single,$60K - $80K,Silver,36,5,2,3,25276,0,25276,0.849,2282,38,0.583,0
814091058,38,F,1,College,Single,Less than $40K,Blue,33,6,2,3,3119,2517,602,0.722,2492,50,0.515,0.807
710555433,42,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,2,2803,0,2803,0.623,2216,40,0.6,0
718263108,44,F,3,Unknown,Divorced,Less than $40K,Blue,32,3,3,2,1693,1457,236,0.919,2829,42,0.615,0.861
779931783,52,M,2,High School,Single,$120K +,Blue,38,6,3,3,34516,0,34516,0.639,2213,47,0.382,0
712691883,41,F,2,High School,Married,Less than $40K,Blue,36,3,2,2,2811,2404,407,0.491,2245,41,0.464,0.855
712611108,59,F,1,Unknown,Single,Less than $40K,Blue,53,5,6,2,7501,2517,4984,0.663,2280,49,0.531,0.336
708316008,59,F,1,Graduate,Single,Unknown,Blue,36,3,2,3,10031,0,10031,0.238,1792,29,0.074,0
711846183,38,F,3,Graduate,Single,$40K - $60K,Blue,26,3,2,3,2669,0,2669,0.67,2271,31,0.722,0
720612333,44,F,3,College,Single,Less than $40K,Blue,28,6,2,2,1951,0,1951,0.772,2697,45,0.731,0
710525508,48,F,2,High School,Married,Less than $40K,Blue,36,6,3,3,1438.3,455,983.3,0.626,2090,50,0.562,0.316
757854858,50,M,2,Unknown,Married,$60K - $80K,Blue,43,4,3,4,3143,0,3143,0.764,2297,37,0.321,0
714319233,44,M,5,Graduate,Divorced,$60K - $80K,Blue,36,3,3,6,6538,0,6538,0.556,2132,33,0.571,0
709232808,44,F,3,Unknown,Divorced,$40K - $60K,Blue,34,2,3,2,1689,0,1689,0.202,1588,37,0.276,0
711474333,57,F,2,Uneducated,Single,Less than $40K,Blue,51,3,5,2,1614,0,1614,0.241,1690,38,0.357,0
714527433,39,M,4,Graduate,Married,$80K - $120K,Blue,30,5,2,2,17523,0,17523,0.424,1974,54,0.688,0
714014733,33,M,2,College,Single,$80K - $120K,Blue,36,4,3,2,9642,1431,8211,0.561,2172,33,0.571,0.148
712733958,46,F,2,Unknown,Single,Less than $40K,Blue,36,6,3,3,1731,0,1731,0.529,2304,46,1,0
716122008,44,F,3,Unknown,Married,Less than $40K,Blue,35,3,3,2,1855,0,1855,0.988,2544,27,0.929,0
714960408,44,F,3,College,Single,Less than $40K,Blue,34,4,3,1,1605,890,715,0.742,2722,45,0.5,0.555
772382283,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,3,2302,1593,709,0.671,2689,49,0.324,0.692
714266883,54,F,4,Post-Graduate,Unknown,Less than $40K,Blue,44,5,3,3,2440,503,1937,0.415,2334,51,0.594,0.206
717219933,47,F,3,Unknown,Single,Less than $40K,Blue,35,4,3,6,2402,628,1774,0.689,1930,48,0.6,0.261
719986758,46,F,2,Unknown,Single,$40K - $60K,Blue,33,5,3,6,3001,0,3001,0.74,2577,39,0.444,0
806140383,59,M,2,High School,Single,$80K - $120K,Blue,54,3,2,2,2791,2396,395,0.889,2658,43,0.344,0.858
751518633,48,M,5,Post-Graduate,Single,$120K +,Silver,41,5,3,1,34516,2517,31999,0.553,2260,50,0.786,0.073
712395408,51,F,3,Graduate,Divorced,Less than $40K,Blue,41,5,3,3,1495,691,804,0.705,2552,42,0.556,0.462
818459733,41,M,3,Doctorate,Single,$120K +,Blue,26,3,2,2,9220,0,9220,0.733,2276,32,0.6,0
708867408,52,M,2,High School,Married,$60K - $80K,Blue,40,3,4,2,23128,1958,21170,0.604,2050,35,0.667,0.085
810271083,47,F,3,Unknown,Single,$40K - $60K,Blue,42,1,5,3,14897,0,14897,0.489,2164,53,0.606,0
719420883,56,F,4,Graduate,Unknown,Less than $40K,Blue,44,5,3,3,1677,0,1677,0.835,2477,45,0.324,0
753365883,44,F,3,Unknown,Single,Unknown,Blue,37,3,2,3,1900,0,1900,0.864,2298,45,0.452,0
717915783,60,M,0,Unknown,Married,$60K - $80K,Blue,47,5,1,3,4541,1037,3504,0.825,2829,44,0.467,0.228
708298233,49,F,3,Graduate,Married,Less than $40K,Blue,37,4,2,1,6184,0,6184,0.476,1756,49,0.324,0
712329933,47,F,1,High School,Unknown,Less than $40K,Blue,41,6,3,2,3654,0,3654,0.63,1998,44,0.467,0
795784008,44,F,3,Graduate,Married,Less than $40K,Blue,38,4,2,3,3889,2517,1372,0.405,1718,37,0.276,0.647
720275358,47,M,2,Graduate,Married,$40K - $60K,Blue,30,4,3,2,1889,0,1889,0.874,2479,46,0.533,0
710727333,49,F,3,High School,Married,Less than $40K,Blue,36,4,2,2,1763,0,1763,0.896,2813,43,0.536,0
807136758,58,F,2,High School,Married,Less than $40K,Blue,53,3,0,2,1944,0,1944,0.613,2412,40,0.481,0
715400733,43,F,3,Uneducated,Married,$40K - $60K,Blue,36,6,4,3,1438.3,0,1438.3,0.747,2116,38,0.583,0
711389358,42,M,3,Graduate,Married,$40K - $60K,Blue,23,5,3,2,5791,2517,3274,0.69,2516,64,0.641,0.435
711253383,48,F,2,Unknown,Married,Unknown,Blue,38,6,2,3,4382,0,4382,0.714,2446,34,0.417,0
794554683,41,F,4,Graduate,Married,Less than $40K,Blue,26,4,2,2,3159,0,3159,0.916,2925,46,0.353,0
711323283,57,M,2,Uneducated,Married,$60K - $80K,Blue,41,3,3,2,2527,1030,1497,0.714,2767,43,0.387,0.408
720711483,56,F,1,High School,Married,Unknown,Blue,42,5,2,3,3674,2517,1157,0.854,2608,45,0.731,0.685
809440008,39,F,2,High School,Single,Unknown,Blue,34,3,3,1,2069,550,1519,0.783,2716,43,0.433,0.266
711237633,49,M,0,Graduate,Married,$60K - $80K,Blue,29,3,3,3,1460,0,1460,0.738,2329,36,0.5,0
718913358,36,M,2,Graduate,Single,Less than $40K,Blue,36,3,3,3,4225,2517,1708,0.662,2659,43,0.387,0.596
718452633,35,F,4,Graduate,Married,Unknown,Blue,36,4,3,3,1931,0,1931,0.695,2569,46,0.394,0
769883733,46,M,3,Post-Graduate,Single,$40K - $60K,Blue,40,3,4,2,2344,0,2344,0.412,2098,31,0.409,0
711122958,41,F,3,Graduate,Single,Less than $40K,Blue,33,5,3,3,1764,0,1764,0.552,2105,57,0.839,0
708606633,56,F,3,Graduate,Married,$40K - $60K,Blue,44,6,3,4,1544,0,1544,0.315,1902,35,0.4,0
713115483,44,F,3,Uneducated,Married,Less than $40K,Blue,36,6,3,3,1684,0,1684,0.557,2275,45,0.607,0
713186058,42,F,3,Unknown,Married,$40K - $60K,Blue,36,4,2,3,1438.3,0,1438.3,0.58,2191,51,0.457,0
789241308,54,F,2,Unknown,Unknown,Less than $40K,Blue,39,4,3,3,1438.3,0,1438.3,0.72,2145,41,0.519,0
778272408,52,M,1,Unknown,Divorced,$80K - $120K,Blue,42,4,4,2,5763,0,5763,0.615,2310,48,0.714,0
715328658,41,F,5,Post-Graduate,Married,Less than $40K,Blue,36,5,3,3,1495,0,1495,0.686,2622,70,0.628,0
708918558,37,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,2,1959,662,1297,0.888,3046,52,0.793,0.338
721480158,50,F,2,Unknown,Married,Less than $40K,Blue,43,3,3,2,1438.3,910,528.3,0.66,2370,44,0.467,0.633
709100283,36,F,2,High School,Single,Unknown,Blue,26,3,2,2,5956,2517,3439,0.877,2828,46,0.484,0.423
713466033,39,F,2,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,2092,0,2092,0.422,2015,33,0.269,0
709064208,43,F,2,Uneducated,Single,Less than $40K,Blue,32,4,3,6,1628,275,1353,0.69,2219,49,0.531,0.169
719630358,50,F,4,High School,Married,Less than $40K,Blue,36,1,3,2,3546,0,3546,0.791,2616,47,0.469,0
712399308,38,F,3,High School,Unknown,Less than $40K,Blue,36,5,3,3,2989,2387,602,0.437,2143,67,0.558,0.799
717255333,40,M,3,Graduate,Single,$80K - $120K,Blue,36,1,2,2,6921,0,6921,0.824,2729,44,0.467,0
708793008,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3,3,9949,0,9949,0.574,2207,40,0.481,0
718303683,36,F,2,Graduate,Married,Less than $40K,Blue,23,4,2,2,1666,813,853,0.813,2622,60,0.818,0.488
708660408,40,F,1,College,Married,$40K - $60K,Blue,36,4,2,4,1737,1689,48,0.644,2459,43,0.536,0.972
711671058,48,F,1,Uneducated,Married,Unknown,Blue,38,5,2,2,1438.3,0,1438.3,0.574,2171,38,0.462,0
808747233,50,M,2,Doctorate,Married,$120K +,Silver,45,6,3,3,34516,0,34516,0.771,2573,55,0.719,0
713084208,43,M,4,College,Married,$40K - $60K,Blue,32,6,3,3,4373,0,4373,0.623,2397,46,0.484,0
709803258,48,M,2,Unknown,Married,$80K - $120K,Blue,28,5,2,3,12073,0,12073,0.541,2400,52,0.793,0
818699208,47,F,4,Post-Graduate,Married,Unknown,Blue,42,4,4,4,6451,0,6451,0.706,2400,43,0.433,0
719516208,54,M,2,College,Single,$120K +,Blue,36,3,2,3,34516,0,34516,0.628,2329,47,0.516,0
717026658,43,F,3,Uneducated,Married,Less than $40K,Blue,32,6,3,3,1897,0,1897,0.645,2866,47,0.469,0
766021083,55,F,1,College,Single,Less than $40K,Blue,48,3,5,3,2114,546,1568,0.619,2578,42,0.75,0.258
719756133,34,M,4,Uneducated,Single,$60K - $80K,Blue,20,3,2,6,3940,1384,2556,0.908,3257,53,0.767,0.351
713261133,38,M,4,Graduate,Unknown,$60K - $80K,Blue,22,5,2,3,8632,0,8632,0.395,2221,40,0.739,0
768243858,54,M,3,High School,Married,$80K - $120K,Blue,48,3,4,3,3288,2517,771,0.84,2717,46,0.438,0.766
709649958,62,M,0,Post-Graduate,Divorced,$60K - $80K,Silver,46,4,5,6,28229,287,27942,0.594,2281,45,0.552,0.01
717072108,50,F,2,Unknown,Single,$40K - $60K,Blue,36,3,3,2,2762,0,2762,0.684,2571,44,0.419,0
721460283,49,F,3,Post-Graduate,Single,Less than $40K,Blue,35,5,1,2,2214,915,1299,0.533,2144,51,0.545,0.413
719577258,43,F,2,Uneducated,Divorced,Less than $40K,Blue,30,3,3,4,6811,0,6811,0.677,1937,39,0.56,0
772528158,55,F,3,Unknown,Single,Less than $40K,Blue,45,4,3,4,1741,0,1741,0.84,2546,42,0.4,0
718707933,54,M,2,Uneducated,Married,$60K - $80K,Blue,35,4,3,4,2189,382,1807,0.884,2750,51,0.594,0.175
771638733,49,M,3,Doctorate,Single,$40K - $60K,Blue,37,5,2,3,4354,0,4354,0.738,2750,59,0.686,0
713930433,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,36,5,3,3,4316,0,4316,0.363,1920,53,0.472,0
772162683,34,F,2,Graduate,Married,Less than $40K,Blue,23,6,2,2,3116,0,3116,0.698,2768,45,0.667,0
712531008,43,M,3,Unknown,Married,$120K +,Blue,34,4,3,2,24868,794,24074,0.649,2510,32,0.231,0.032
716709858,34,F,1,Uneducated,Unknown,Less than $40K,Blue,25,1,2,3,3074,0,3074,0.718,2721,54,0.688,0
814765533,44,F,4,High School,Single,$40K - $60K,Blue,39,4,3,3,10587,2517,8070,1.052,2971,54,0.742,0.238
826421958,46,F,1,High School,Married,Less than $40K,Blue,42,5,4,1,1438.3,0,1438.3,0.637,1843,44,0.63,0
708158133,45,M,3,College,Married,$80K - $120K,Blue,36,3,2,2,3031,2517,514,0.409,2188,50,0.389,0.83
708653958,38,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,6114,1461,4653,0.772,2608,36,0.385,0.239
712161858,55,F,5,Unknown,Single,Less than $40K,Blue,36,4,2,3,1438.3,0,1438.3,0.571,2244,54,0.929,0
780143283,43,F,3,Graduate,Married,$40K - $60K,Blue,32,4,3,3,2701,2498,203,0.637,2678,37,0.609,0.925
719881533,46,M,2,College,Married,$40K - $60K,Silver,34,5,3,4,16547,0,16547,0.242,1561,41,0.367,0
771783333,49,F,1,Uneducated,Divorced,$40K - $60K,Blue,37,6,2,2,2173,0,2173,0.652,2379,57,0.781,0
711274458,38,F,3,High School,Married,Less than $40K,Blue,27,4,3,3,1438.3,0,1438.3,0.73,2478,45,0.552,0
714035283,56,F,1,Post-Graduate,Married,Less than $40K,Blue,36,6,2,2,2802,2256,546,0.615,2371,46,0.353,0.805
708376983,58,F,1,Unknown,Single,Unknown,Blue,50,5,2,2,8513,799,7714,0.451,2119,37,0.542,0.094
711862533,55,F,1,Uneducated,Married,Less than $40K,Blue,36,5,3,2,2258,2000,258,0.611,2500,42,0.68,0.886
772407333,41,F,3,Unknown,Married,Less than $40K,Blue,30,5,3,3,1654,0,1654,0.329,1730,30,0.364,0
720654183,45,M,4,Graduate,Married,$80K - $120K,Blue,35,2,3,3,23542,1307,22235,0.462,2152,46,0.438,0.056
779348358,52,F,1,Uneducated,Single,Less than $40K,Blue,37,5,3,4,1717,0,1717,1.028,3004,46,0.586,0
827051808,44,F,0,College,Married,Less than $40K,Blue,40,5,4,2,7499,1083,6416,0.716,2478,45,0.667,0.144
710484408,39,M,4,Post-Graduate,Married,$120K +,Blue,29,6,3,3,8700,1742,6958,0.454,2306,50,0.613,0.2
817108083,55,M,3,Unknown,Single,$60K - $80K,Blue,35,3,3,3,14266,1341,12925,0.309,1625,34,0.36,0.094
813449508,61,M,0,Graduate,Married,$60K - $80K,Blue,56,6,2,3,9918,850,9068,0.688,2485,40,0.29,0.086
713474733,51,M,2,Graduate,Single,$80K - $120K,Blue,31,5,3,2,1438.3,327,1111.3,0.528,1783,40,0.481,0.227
790119408,48,F,3,Uneducated,Married,Less than $40K,Blue,41,5,3,2,4960,0,4960,0.882,2430,48,0.548,0
708684108,46,F,4,Graduate,Married,$40K - $60K,Blue,34,5,3,1,4152,1446,2706,0.826,2218,30,0.304,0.348
803115258,62,M,0,College,Unknown,$40K - $60K,Blue,56,2,6,2,3477,0,3477,0.436,2113,40,0.739,0
708736608,40,M,3,Graduate,Married,$120K +,Blue,27,5,3,2,2269,0,2269,0.572,2108,39,0.56,0
713047608,40,F,2,College,Unknown,Less than $40K,Blue,36,6,1,3,2387,2013,374,0.449,2134,41,0.952,0.843
711886383,54,F,5,High School,Married,Unknown,Blue,44,5,3,3,5342,605,4737,0.691,2426,46,0.394,0.113
713058858,54,F,2,Graduate,Unknown,Less than $40K,Blue,46,5,3,2,1695,913,782,0.449,2130,48,0.5,0.539
714789033,54,F,1,Graduate,Married,Less than $40K,Blue,50,3,3,3,3173,2517,656,0.619,2763,51,0.821,0.793
809811858,43,M,5,High School,Unknown,$80K - $120K,Blue,38,3,3,2,1504,0,1504,0.987,2530,43,0.344,0
826709658,45,F,3,Graduate,Divorced,$40K - $60K,Blue,41,1,3,3,1477,0,1477,0.768,2214,43,0.654,0
719098308,56,F,2,High School,Single,Less than $40K,Blue,42,5,4,2,2423,268,2155,0.804,2516,59,0.639,0.111
757194408,43,M,3,College,Married,$60K - $80K,Blue,36,2,3,3,1438.3,0,1438.3,0.539,1707,38,1.111,0
762020133,37,F,3,High School,Married,Unknown,Blue,30,3,3,3,9874,0,9874,0.491,2446,47,0.567,0
780720258,45,M,4,High School,Divorced,Less than $40K,Blue,34,4,2,3,3489,2517,972,0.721,2684,39,0.56,0.721
788835408,49,F,3,Unknown,Married,Less than $40K,Blue,33,6,3,3,2910,0,2910,0.789,2648,41,0.464,0
712327608,54,F,0,Doctorate,Single,Less than $40K,Blue,36,4,3,2,2708,0,2708,0.673,2321,45,0.552,0
712982808,47,M,2,Doctorate,Divorced,$80K - $120K,Blue,32,1,3,3,1438.3,0,1438.3,0.454,2388,42,0.5,0
715222533,52,F,3,Graduate,Married,Less than $40K,Blue,36,5,3,3,2566,1079,1487,0.554,2340,36,0.5,0.42
708373083,40,F,4,Unknown,Married,$40K - $60K,Blue,30,1,3,4,3356,2517,839,0.583,2032,39,0.147,0.75
712552608,46,F,3,Graduate,Married,Less than $40K,Blue,34,3,3,1,1438.3,0,1438.3,0.714,2658,43,0.654,0
794675058,36,M,3,Graduate,Married,$80K - $120K,Blue,21,5,3,2,5015,1963,3052,0.881,2491,43,0.87,0.391
809616108,38,F,2,High School,Single,Less than $40K,Blue,33,3,3,3,1568,0,1568,0.611,2812,59,0.788,0
708108333,47,F,3,Graduate,Married,Unknown,Blue,36,3,3,1,5590,0,5590,0.01,1507,32,0,0
708972783,48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745,0,1745,0.657,2297,44,0.63,0
767553333,45,M,3,Graduate,Single,$80K - $120K,Blue,39,1,3,3,8383,0,8383,0.809,2600,44,0.517,0
720062508,38,F,2,Unknown,Married,$40K - $60K,Blue,28,6,2,2,1628,0,1628,0.876,2527,41,0.64,0
714013983,37,F,4,Post-Graduate,Married,Less than $40K,Blue,36,3,3,3,1586,0,1586,0.497,2109,41,0.414,0
711540108,44,F,4,Doctorate,Unknown,Unknown,Blue,33,5,3,6,1438.3,0,1438.3,0.676,2316,48,0.5,0
713583408,51,F,4,Graduate,Single,$40K - $60K,Blue,37,2,3,2,4708,920,3788,0.544,2179,50,1.273,0.195
713957283,42,F,4,Uneducated,Married,Less than $40K,Blue,23,3,2,3,3214,0,3214,0.435,2119,44,0.517,0
815539233,54,M,4,High School,Single,$80K - $120K,Silver,49,1,3,4,34516,214,34302,0,1201,22,0,0.006
711399408,34,F,2,Graduate,Divorced,Unknown,Blue,25,2,3,4,12373,0,12373,0.71,2462,40,0.429,0
711716133,42,F,3,High School,Married,$40K - $60K,Blue,34,6,3,1,1585,1381,204,0.706,2360,40,0.379,0.871
720872433,39,F,1,Uneducated,Single,$40K - $60K,Blue,28,5,3,6,3911,0,3911,0.897,2867,42,0.556,0
715530258,46,F,2,Post-Graduate,Single,Unknown,Blue,37,1,3,3,4848,2517,2331,0.651,2353,53,0.828,0.519
710410158,49,M,2,Graduate,Unknown,$80K - $120K,Blue,38,3,4,3,34516,0,34516,0.482,1592,35,0.346,0
708976908,40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958,0,8958,0.483,2131,43,0.387,0
712602708,36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,1815,0,1815,0.478,2039,34,0.36,0
771422883,57,F,3,Graduate,Married,Less than $40K,Blue,45,1,4,2,1759,186,1573,0.756,2705,35,0.522,0.106
708703308,35,F,1,Unknown,Married,$40K - $60K,Blue,26,6,4,4,2045,1707,338,0.577,2183,39,0.696,0.835
820047858,44,F,4,Graduate,Unknown,Less than $40K,Blue,39,1,4,2,3017,1868,1149,0.722,2096,50,0.471,0.619
708186933,33,M,1,Graduate,Single,$60K - $80K,Blue,36,4,3,2,1819,725,1094,0.737,2254,45,0.406,0.399
708498033,44,F,3,Unknown,Married,Less than $40K,Blue,36,3,4,6,2279,1837,442,0.853,2789,52,0.677,0.806
815315058,48,F,4,High School,Married,$40K - $60K,Blue,43,4,2,2,1438.3,0,1438.3,0.722,2520,45,0.452,0
713512308,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423,0,3423,0.505,2229,45,0.406,0
709581483,40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,2984,2517,467,0.574,2373,53,0.359,0.843
711201108,37,F,3,High School,Single,Less than $40K,Blue,29,3,3,3,1653,0,1653,0.517,2284,35,0.296,0
714887808,43,F,1,Uneducated,Single,Less than $40K,Blue,36,1,3,2,1818,0,1818,0.758,2279,50,0.724,0
709714008,50,F,1,Unknown,Single,Unknown,Blue,39,6,3,3,9248,0,9248,0.613,2325,45,0.552,0
714519408,44,F,3,College,Married,Less than $40K,Blue,36,2,3,3,5357,2139,3218,0.499,1979,48,0.655,0.399
712740108,43,F,4,Uneducated,Divorced,Less than $40K,Blue,33,6,3,1,1706,0,1706,0.601,2371,45,0.5,0
720251358,54,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,1,3591,2517,1074,0.665,2313,43,0.536,0.701
828294933,49,F,3,High School,Married,Less than $40K,Blue,45,3,2,3,2951,2437,514,0.765,2519,36,0.565,0.826
712307283,54,M,1,College,Single,$120K +,Blue,37,6,2,3,9090,2517,6573,0.661,2239,43,0.72,0.277
778910883,53,M,2,Unknown,Married,$80K - $120K,Blue,34,4,3,2,1837,875,962,0.58,2169,43,0.654,0.476
779848383,37,F,3,Graduate,Single,Less than $40K,Blue,21,4,2,2,1784,577,1207,0.542,2348,47,0.516,0.323
717371583,56,F,2,Uneducated,Single,Less than $40K,Blue,36,1,3,5,1883,400,1483,0.528,1954,45,0.5,0.212
712163433,47,M,3,Uneducated,Married,$40K - $60K,Blue,29,1,2,4,1684,644,1040,0.723,2164,36,0.714,0.382
711487533,47,F,3,Unknown,Married,Less than $40K,Blue,38,3,3,2,1438.3,0,1438.3,0.198,1687,38,0.226,0
715306983,42,M,5,High School,Married,$60K - $80K,Blue,36,1,2,3,1866,0,1866,0.798,2833,42,0.355,0
789637308,45,F,2,College,Divorced,$40K - $60K,Blue,39,4,3,4,3076,0,3076,0.734,2580,50,0.429,0
794172033,58,F,1,Post-Graduate,Divorced,Less than $40K,Blue,52,4,1,3,1817,0,1817,0.503,2347,45,0.452,0
714520233,59,F,0,Graduate,Married,Less than $40K,Blue,36,2,3,2,1708,0,1708,0.443,1992,38,0.357,0
717725433,54,F,2,Graduate,Married,$40K - $60K,Blue,44,3,4,2,1606,0,1606,0.763,2258,37,0.609,0
710690733,47,F,3,Graduate,Married,Less than $40K,Blue,35,4,3,2,1666,0,1666,0.92,2816,38,0.52,0
779084208,43,F,3,High School,Divorced,Less than $40K,Blue,24,4,2,2,1662,613,1049,0.868,2326,31,0.55,0.369
715304958,42,F,3,Graduate,Single,Less than $40K,Blue,27,6,2,2,2053,0,2053,0.866,3053,50,0.562,0
715950483,39,F,1,Uneducated,Married,$40K - $60K,Blue,27,3,3,3,2821,725,2096,0.704,2397,35,0.296,0.257
711919608,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,3,2,2031,1720,311,0.713,2702,32,0.778,0.847
717624708,59,M,2,High School,Divorced,Less than $40K,Blue,51,6,5,3,1438.3,0,1438.3,0.734,2589,49,0.69,0
789095958,50,M,1,Unknown,Single,$60K - $80K,Blue,38,4,3,3,7603,744,6859,0.711,2497,42,0.273,0.098
713736333,41,F,3,Uneducated,Married,$40K - $60K,Blue,36,1,3,4,3606,0,3606,0.37,1829,41,0.519,0
714213708,35,F,3,College,Single,Less than $40K,Blue,25,4,3,2,3611,2517,1094,0.537,2178,45,0.552,0.697
720142308,52,F,2,Graduate,Married,Less than $40K,Blue,36,5,3,4,2160,0,2160,0.645,2360,56,0.647,0
819688458,44,F,5,Graduate,Unknown,Less than $40K,Blue,39,6,3,2,1545,0,1545,0.749,2646,39,0.444,0
710785383,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,3,1,2212,0,2212,0.942,2394,55,0.897,0
713597658,36,F,3,Uneducated,Single,Less than $40K,Blue,22,3,3,1,2784,2378,406,0.525,2021,57,0.676,0.854
713953383,50,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,4,3,2,2317,0,2317,0.734,2214,41,0.519,0
716510658,50,F,0,Doctorate,Single,Less than $40K,Blue,38,4,3,3,2595,2353,242,0.924,2526,41,0.577,0.907
708519108,46,F,1,Graduate,Married,Unknown,Blue,24,3,3,2,2694,1576,1118,0.494,2041,57,0.9,0.585
719740008,51,F,4,High School,Married,Less than $40K,Blue,41,3,3,4,2791,940,1851,0.813,2584,49,0.441,0.337
711605208,61,M,0,Uneducated,Married,$80K - $120K,Blue,43,3,3,5,1438.3,0,1438.3,0.7,1958,47,0.424,0
714408933,44,M,4,Graduate,Single,$80K - $120K,Blue,36,4,2,2,10834,0,10834,0.522,2249,51,0.594,0
716099958,39,F,5,Unknown,Married,$40K - $60K,Blue,31,3,3,6,3333,1867,1466,0.947,3348,50,0.282,0.56
712795833,34,F,4,Graduate,Married,Less than $40K,Blue,36,2,2,4,5021,2517,2504,0.587,2270,40,0.481,0.501
712593933,40,M,3,Doctorate,Married,$40K - $60K,Blue,36,3,3,4,2313,0,2313,0.673,2249,42,0.312,0
714164808,42,F,4,Graduate,Married,$40K - $60K,Blue,33,4,3,2,2918,0,2918,0.559,2056,54,0.459,0
710500983,43,M,2,College,Single,$80K - $120K,Blue,34,2,4,3,4617,1035,3582,0.36,1779,35,0.591,0.224
711904008,40,M,4,High School,Married,$60K - $80K,Blue,36,4,3,5,5869,0,5869,0.642,2203,41,0.519,0
717666783,56,F,3,College,Single,Less than $40K,Blue,46,1,3,3,2272,1350,922,0.762,2354,49,0.96,0.594
720731808,52,F,3,Graduate,Single,Less than $40K,Blue,38,2,3,4,2437,0,2437,0.912,3068,53,0.656,0
789907533,49,M,3,Graduate,Married,$80K - $120K,Blue,40,4,2,3,4576,193,4383,0.85,3100,54,0.742,0.042
715919283,39,F,4,College,Single,$40K - $60K,Blue,36,3,2,3,1776,0,1776,0.518,2201,31,0.292,0
714559458,46,M,4,College,Married,$60K - $80K,Blue,36,4,2,1,1681,0,1681,0.464,1953,48,0.5,0
772150983,48,F,3,High School,Unknown,Less than $40K,Blue,37,4,2,1,2363,978,1385,0.662,2635,40,0.538,0.414
713920158,41,F,3,Uneducated,Unknown,Unknown,Blue,36,2,3,1,13733,0,13733,0.325,1591,30,0.875,0
712998033,37,M,3,High School,Single,$120K +,Blue,36,3,2,2,7361,0,7361,0.59,2109,44,0.571,0
712843983,41,F,2,College,Divorced,Less than $40K,Blue,36,3,3,4,1569,257,1312,0.408,2288,45,0.667,0.164
714127383,48,F,3,Unknown,Unknown,Unknown,Blue,36,3,3,2,4431,2517,1914,0.499,2185,48,0.371,0.568
779380908,51,M,1,Unknown,Married,$80K - $120K,Blue,39,4,3,4,24462,946,23516,0.475,1709,37,0.542,0.039
713011683,37,F,3,College,Married,Unknown,Blue,24,4,2,4,11239,0,11239,0.32,2055,43,0.162,0
712677633,42,F,0,Uneducated,Divorced,Unknown,Blue,31,3,3,4,2712,0,2712,0.724,2307,28,0.474,0
713381433,38,F,1,High School,Married,Less than $40K,Blue,28,3,3,3,4196,731,3465,0.485,1868,30,0.2,0.174
716697708,61,F,1,High School,Single,Unknown,Blue,52,3,2,4,3293,0,3293,0.838,3121,56,0.867,0
720507108,42,F,3,College,Married,Less than $40K,Blue,28,3,3,2,1601,0,1601,0.63,2339,41,0.414,0
716751858,34,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,3,2401,496,1905,0.647,2597,40,0.379,0.207
712829808,39,M,3,Uneducated,Married,$60K - $80K,Blue,29,4,3,4,2187,0,2187,0.467,2031,40,0.333,0
779302233,40,F,4,Graduate,Single,Less than $40K,Blue,22,4,2,3,1438.3,0,1438.3,0.695,2502,45,0.452,0
717042333,53,F,2,College,Married,Less than $40K,Blue,44,3,3,3,1473,0,1473,0.92,2836,48,0.6,0
771061008,40,F,2,Doctorate,Married,$40K - $60K,Blue,27,4,2,3,2208,0,2208,0.695,2659,56,0.806,0
720824883,48,F,1,Unknown,Single,Less than $40K,Blue,40,3,1,2,3251,2517,734,0.739,2483,50,0.471,0.774
715847058,59,F,2,Uneducated,Divorced,Less than $40K,Blue,36,3,3,3,1863,1853,10,0.829,2462,40,0.29,0.995
712770408,42,F,2,Graduate,Unknown,Less than $40K,Blue,36,6,3,2,3413,0,3413,0.593,2285,40,0.429,0
